ID,prob_admiration,prob_amusement,prob_approval,prob_caring,prob_curiosity,prob_excitement,prob_desire,prob_gratitude,prob_joy,prob_love,prob_pride,prob_optimism,prob_relief,prob_anger,prob_annoyance,prob_disappointment,prob_disapproval,prob_disgust,prob_embarrassment,prob_fear,prob_grief,prob_nervousness,prob_remorse,prob_sadness,prob_confusion,prob_realization,prob_surprise,prob_neutral,positive_emotion,negative_emotion,ambiguous_emotion
2629,0.12,0.05,0.08,0.0,0.01,0.02,0.01,0.0,0.11,0.03,0.0,0.01,0.0,0.0,0.02,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.43,0.44,0.08,0.47
11028,0.04,0.05,0.07,0.01,0.02,0.01,0.0,0.0,0.08,0.02,0.0,0.02,0.0,0.01,0.04,0.02,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.49,0.32,0.13,0.52
6949,0.11,0.09,0.09,0.0,0.0,0.02,0.0,0.02,0.18,0.05,0.0,0.01,0.0,0.0,0.02,0.03,0.03,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.25,0.57,0.11,0.29
162152,0.14,0.02,0.11,0.0,0.01,0.01,0.01,0.0,0.07,0.02,0.0,0.02,0.0,0.0,0.04,0.05,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.35,0.41,0.15,0.41
196379,0.05,0.13,0.06,0.0,0.01,0.01,0.01,0.0,0.13,0.01,0.0,0.01,0.0,0.01,0.06,0.03,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.35,0.42,0.17,0.39
272666,0.12,0.11,0.09,0.0,0.02,0.02,0.01,0.0,0.17,0.06,0.0,0.02,0.01,0.0,0.02,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.02,0.02,0.21,0.63,0.09,0.28
390903,0.21,0.02,0.07,0.0,0.01,0.03,0.02,0.0,0.09,0.03,0.0,0.01,0.0,0.0,0.01,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.44,0.49,0.04,0.45
184443,0.21,0.09,0.05,0.0,0.02,0.01,0.0,0.0,0.05,0.05,0.0,0.01,0.0,0.01,0.08,0.03,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.01,0.01,0.21,0.49,0.23,0.27
195179,0.17,0.08,0.11,0.0,0.01,0.01,0.01,0.0,0.15,0.01,0.0,0.02,0.0,0.0,0.02,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.3,0.57,0.07,0.33
174618,0.13,0.04,0.05,0.0,0.01,0.01,0.0,0.0,0.13,0.01,0.0,0.03,0.0,0.0,0.03,0.02,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.45,0.41,0.11,0.47
52040,0.31,0.04,0.1,0.0,0.01,0.01,0.0,0.01,0.13,0.0,0.0,0.01,0.01,0.0,0.02,0.01,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.0,0.25,0.63,0.06,0.3
9456,0.01,0.14,0.05,0.0,0.02,0.0,0.0,0.0,0.14,0.09,0.0,0.01,0.0,0.0,0.03,0.08,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.05,0.01,0.02,0.0,0.32,0.46,0.18,0.35
332420,0.16,0.03,0.08,0.0,0.01,0.02,0.0,0.0,0.09,0.02,0.0,0.01,0.0,0.0,0.03,0.05,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.42,0.42,0.12,0.44
412268,0.36,0.0,0.1,0.0,0.0,0.01,0.01,0.01,0.02,0.11,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.35,0.63,0.0,0.36
21,0.12,0.05,0.12,0.0,0.01,0.02,0.0,0.0,0.05,0.0,0.0,0.01,0.0,0.01,0.07,0.04,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.02,0.35,0.38,0.17,0.42
11278,0.24,0.03,0.13,0.0,0.0,0.01,0.0,0.0,0.09,0.05,0.0,0.01,0.0,0.0,0.02,0.07,0.03,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0.05,0.0,0.2,0.56,0.15,0.25
306074,0.19,0.0,0.1,0.0,0.02,0.01,0.0,0.0,0.02,0.02,0.0,0.01,0.0,0.0,0.02,0.06,0.11,0.0,0.0,0.03,0.0,0.0,0.0,0.01,0.02,0.02,0.01,0.34,0.37,0.23,0.39
234512,0.01,0.0,0.11,0.0,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.79,0.16,0.01,0.81
3016,0.06,0.01,0.06,0.0,0.01,0.0,0.02,0.01,0.05,0.1,0.0,0.01,0.0,0.01,0.06,0.2,0.12,0.01,0.01,0.0,0.0,0.0,0.01,0.03,0.03,0.02,0.0,0.16,0.33,0.45,0.21
2513,0.13,0.04,0.1,0.0,0.01,0.0,0.01,0.0,0.06,0.03,0.0,0.01,0.0,0.01,0.09,0.12,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.02,0.0,0.18,0.39,0.33,0.25
361279,0.07,0.02,0.11,0.0,0.01,0.0,0.0,0.0,0.07,0.04,0.0,0.01,0.0,0.01,0.03,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.01,0.0,0.43,0.33,0.16,0.48
2757,0.19,0.03,0.09,0.0,0.01,0.05,0.02,0.0,0.08,0.05,0.0,0.01,0.0,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.0,0.35,0.53,0.06,0.39
300700,0.17,0.02,0.09,0.0,0.01,0.01,0.01,0.0,0.04,0.03,0.0,0.01,0.0,0.0,0.03,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.44,0.39,0.1,0.49
246317,0.17,0.04,0.04,0.01,0.0,0.01,0.0,0.0,0.14,0.0,0.0,0.01,0.01,0.01,0.05,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.0,0.33,0.43,0.15,0.4
13121,0.06,0.12,0.08,0.01,0.01,0.03,0.01,0.02,0.16,0.03,0.0,0.02,0.01,0.01,0.05,0.04,0.06,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.04,0.02,0.01,0.19,0.56,0.19,0.26
283,0.22,0.01,0.12,0.0,0.01,0.01,0.01,0.0,0.04,0.04,0.0,0.02,0.0,0.0,0.03,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.03,0.0,0.27,0.48,0.15,0.33
194536,0.09,0.08,0.09,0.0,0.0,0.01,0.0,0.0,0.15,0.05,0.0,0.01,0.0,0.02,0.03,0.03,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.34,0.48,0.13,0.37
246704,0.02,0.1,0.04,0.01,0.0,0.01,0.0,0.13,0.21,0.0,0.0,0.02,0.01,0.0,0.02,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.35,0.55,0.07,0.36
250905,0.19,0.0,0.09,0.0,0.01,0.02,0.0,0.0,0.03,0.07,0.0,0.02,0.0,0.0,0.02,0.1,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.01,0.3,0.43,0.18,0.36
8926,0.03,0.07,0.1,0.01,0.0,0.03,0.12,0.0,0.17,0.01,0.0,0.03,0.01,0.0,0.01,0.01,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.28,0.58,0.1,0.29
143666,0.2,0.03,0.08,0.0,0.02,0.03,0.0,0.0,0.07,0.03,0.0,0.03,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.04,0.08,0.21,0.49,0.03,0.46
287871,0.3,0.02,0.09,0.0,0.01,0.03,0.01,0.01,0.07,0.03,0.0,0.01,0.0,0.0,0.01,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.32,0.58,0.06,0.34
395875,0.25,0.01,0.14,0.0,0.02,0.01,0.02,0.0,0.14,0.08,0.0,0.03,0.01,0.0,0.01,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.17,0.71,0.04,0.23
221805,0.15,0.05,0.08,0.02,0.0,0.02,0.01,0.0,0.14,0.07,0.0,0.02,0.0,0.0,0.01,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.33,0.56,0.06,0.35
295195,0.2,0.03,0.08,0.0,0.0,0.02,0.01,0.0,0.08,0.05,0.0,0.04,0.0,0.0,0.01,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.42,0.51,0.04,0.44
243697,0.2,0.09,0.1,0.01,0.01,0.01,0.0,0.0,0.19,0.02,0.0,0.01,0.0,0.0,0.04,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.01,0.22,0.64,0.07,0.27
121122,0.11,0.01,0.1,0.0,0.01,0.0,0.0,0.01,0.05,0.04,0.0,0.04,0.0,0.01,0.08,0.08,0.1,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.02,0.0,0.22,0.37,0.29,0.31
297821,0.11,0.03,0.16,0.0,0.0,0.02,0.01,0.0,0.07,0.06,0.0,0.01,0.0,0.01,0.05,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.41,0.47,0.09,0.42
241068,0.29,0.03,0.06,0.0,0.01,0.11,0.01,0.0,0.11,0.07,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.25,0.72,0.0,0.26
137637,0.17,0.06,0.15,0.0,0.01,0.01,0.01,0.0,0.17,0.06,0.0,0.06,0.01,0.0,0.01,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.2,0.71,0.05,0.23
203715,0.1,0.06,0.07,0.0,0.0,0.01,0.03,0.0,0.14,0.04,0.0,0.02,0.01,0.0,0.04,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.36,0.48,0.12,0.38
302281,0.08,0.02,0.06,0.0,0.02,0.01,0.0,0.05,0.11,0.04,0.0,0.01,0.0,0.02,0.02,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.48,0.4,0.07,0.51
298607,0.24,0.01,0.13,0.0,0.01,0.04,0.01,0.0,0.03,0.01,0.0,0.03,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.45,0.51,0.02,0.46
329148,0.12,0.04,0.06,0.0,0.02,0.02,0.0,0.0,0.19,0.01,0.0,0.01,0.01,0.0,0.01,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.39,0.48,0.07,0.43
17849,0.12,0.0,0.05,0.01,0.02,0.01,0.0,0.05,0.01,0.0,0.0,0.04,0.0,0.0,0.03,0.06,0.07,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.47,0.31,0.18,0.49
376737,0.22,0.01,0.15,0.0,0.0,0.01,0.0,0.0,0.09,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.46,0.49,0.02,0.47
264672,0.13,0.09,0.1,0.0,0.01,0.02,0.01,0.0,0.15,0.08,0.0,0.03,0.01,0.0,0.03,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.03,0.0,0.21,0.63,0.09,0.28
9197,0.24,0.0,0.13,0.0,0.0,0.0,0.01,0.01,0.04,0.04,0.0,0.01,0.0,0.0,0.03,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.01,0.0,0.31,0.48,0.15,0.34
24396,0.13,0.14,0.09,0.01,0.01,0.01,0.01,0.0,0.16,0.03,0.0,0.02,0.01,0.01,0.04,0.04,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.01,0.17,0.62,0.15,0.22
308572,0.3,0.01,0.07,0.0,0.01,0.02,0.0,0.0,0.02,0.04,0.0,0.0,0.0,0.01,0.03,0.02,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.37,0.47,0.14,0.39
4326,0.13,0.03,0.05,0.0,0.0,0.0,0.01,0.01,0.07,0.04,0.0,0.06,0.0,0.0,0.08,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.31,0.4,0.24,0.33
177750,0.14,0.05,0.1,0.0,0.01,0.01,0.0,0.0,0.11,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.53,0.43,0.02,0.54
208419,0.13,0.05,0.13,0.0,0.01,0.01,0.01,0.01,0.09,0.12,0.0,0.01,0.0,0.0,0.04,0.04,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.23,0.57,0.14,0.26
12856,0.08,0.02,0.1,0.0,0.0,0.02,0.0,0.0,0.18,0.05,0.0,0.01,0.01,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.46,0.47,0.03,0.47
41298,0.14,0.02,0.08,0.0,0.0,0.01,0.0,0.0,0.06,0.1,0.0,0.01,0.0,0.01,0.06,0.06,0.09,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.31,0.42,0.24,0.32
24786,0.08,0.04,0.12,0.01,0.01,0.01,0.0,0.0,0.07,0.02,0.0,0.02,0.0,0.0,0.04,0.04,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.0,0.34,0.38,0.18,0.42
299268,0.26,0.04,0.06,0.0,0.0,0.01,0.0,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.01,0.03,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.36,0.52,0.07,0.37
227563,0.12,0.03,0.05,0.0,0.02,0.07,0.03,0.0,0.17,0.04,0.0,0.01,0.01,0.0,0.04,0.06,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.25,0.55,0.16,0.27
404268,0.17,0.03,0.07,0.0,0.02,0.1,0.02,0.0,0.07,0.08,0.0,0.02,0.0,0.0,0.02,0.05,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.01,0.03,0.02,0.0,0.21,0.58,0.14,0.26
43528,0.19,0.02,0.1,0.0,0.01,0.01,0.01,0.01,0.08,0.06,0.0,0.02,0.0,0.0,0.03,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.01,0.32,0.51,0.12,0.37
273699,0.08,0.05,0.08,0.01,0.02,0.05,0.01,0.0,0.14,0.0,0.0,0.04,0.01,0.0,0.02,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.01,0.0,0.37,0.49,0.11,0.39
7604,0.05,0.03,0.13,0.01,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.06,0.03,0.11,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.41,0.26,0.27,0.45
274637,0.21,0.03,0.08,0.0,0.01,0.02,0.01,0.0,0.08,0.06,0.0,0.01,0.0,0.0,0.02,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.35,0.51,0.08,0.37
804,0.19,0.1,0.11,0.01,0.02,0.03,0.01,0.0,0.2,0.05,0.0,0.02,0.0,0.0,0.01,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.18,0.74,0.05,0.22
3284,0.22,0.08,0.1,0.01,0.01,0.02,0.01,0.01,0.18,0.05,0.0,0.02,0.0,0.0,0.02,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.15,0.71,0.09,0.19
191916,0.17,0.0,0.18,0.0,0.02,0.01,0.0,0.0,0.02,0.05,0.0,0.02,0.0,0.0,0.02,0.07,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.0,0.34,0.47,0.12,0.39
159410,0.16,0.03,0.13,0.0,0.01,0.01,0.04,0.0,0.08,0.12,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.0,0.33,0.59,0.02,0.37
152848,0.31,0.07,0.09,0.0,0.0,0.01,0.0,0.01,0.13,0.1,0.0,0.01,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.21,0.73,0.03,0.22
14422,0.07,0.04,0.11,0.0,0.04,0.01,0.0,0.0,0.03,0.11,0.0,0.01,0.0,0.01,0.06,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.0,0.33,0.42,0.14,0.42
312633,0.24,0.13,0.11,0.0,0.02,0.02,0.01,0.01,0.23,0.02,0.0,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.09,0.81,0.02,0.14
225214,0.27,0.02,0.1,0.0,0.01,0.01,0.0,0.0,0.08,0.04,0.0,0.01,0.0,0.0,0.01,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.37,0.54,0.05,0.39
1316,0.02,0.04,0.14,0.0,0.01,0.03,0.0,0.0,0.06,0.0,0.0,0.01,0.0,0.01,0.07,0.03,0.12,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.39,0.31,0.27,0.4
233994,0.03,0.07,0.05,0.0,0.01,0.02,0.01,0.0,0.13,0.01,0.0,0.01,0.0,0.02,0.06,0.04,0.05,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.4,0.34,0.21,0.43
263085,0.37,0.0,0.16,0.0,0.0,0.03,0.05,0.0,0.09,0.03,0.0,0.01,0.0,0.0,0.01,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.17,0.74,0.05,0.18
179581,0.33,0.03,0.16,0.0,0.0,0.01,0.01,0.01,0.13,0.05,0.0,0.01,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.13,0.74,0.03,0.17
225729,0.19,0.02,0.08,0.0,0.01,0.01,0.01,0.01,0.08,0.04,0.0,0.02,0.0,0.0,0.01,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.0,0.38,0.47,0.1,0.42
406498,0.27,0.03,0.1,0.0,0.01,0.01,0.0,0.0,0.09,0.07,0.0,0.02,0.0,0.0,0.03,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.24,0.6,0.1,0.27
57691,0.32,0.04,0.13,0.0,0.02,0.01,0.02,0.0,0.06,0.03,0.0,0.02,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.26,0.65,0.04,0.28
3540,0.22,0.02,0.16,0.0,0.0,0.01,0.01,0.0,0.08,0.01,0.0,0.04,0.0,0.0,0.02,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.03,0.0,0.31,0.55,0.08,0.34
18891,0.24,0.05,0.12,0.01,0.01,0.01,0.0,0.02,0.12,0.02,0.0,0.03,0.0,0.0,0.03,0.03,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.01,0.2,0.63,0.12,0.24
184452,0.02,0.13,0.04,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.01,0.0,0.01,0.04,0.01,0.02,0.1,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.43,0.33,0.21,0.44
19409,0.23,0.02,0.08,0.0,0.01,0.01,0.02,0.0,0.06,0.02,0.0,0.02,0.0,0.01,0.05,0.07,0.06,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.04,0.02,0.01,0.24,0.47,0.22,0.31
7089,0.14,0.01,0.1,0.0,0.01,0.0,0.01,0.0,0.05,0.03,0.0,0.01,0.0,0.01,0.05,0.04,0.07,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.0,0.38,0.36,0.19,0.43
330208,0.18,0.01,0.06,0.0,0.0,0.0,0.02,0.0,0.06,0.05,0.0,0.06,0.0,0.0,0.02,0.07,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.37,0.44,0.14,0.38
325611,0.13,0.01,0.11,0.0,0.0,0.01,0.0,0.0,0.04,0.21,0.0,0.01,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.41,0.52,0.03,0.43
7735,0.21,0.0,0.11,0.0,0.0,0.01,0.0,0.01,0.06,0.0,0.0,0.05,0.01,0.0,0.02,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.35,0.46,0.1,0.4
362830,0.21,0.05,0.1,0.0,0.06,0.07,0.02,0.0,0.1,0.04,0.0,0.01,0.0,0.0,0.01,0.01,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.0,0.16,0.66,0.07,0.23
271088,0.19,0.01,0.09,0.0,0.01,0.01,0.01,0.0,0.06,0.03,0.0,0.01,0.0,0.0,0.02,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.0,0.41,0.42,0.09,0.45
154301,0.18,0.04,0.07,0.0,0.01,0.02,0.01,0.0,0.11,0.06,0.0,0.02,0.0,0.0,0.03,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.02,0.25,0.52,0.14,0.3
31479,0.11,0.04,0.1,0.0,0.01,0.01,0.01,0.01,0.08,0.05,0.0,0.02,0.0,0.01,0.04,0.04,0.06,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.04,0.02,0.01,0.31,0.44,0.17,0.38
4853,0.12,0.06,0.11,0.01,0.01,0.01,0.0,0.0,0.15,0.05,0.0,0.02,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.3,0.54,0.09,0.34
17054,0.1,0.05,0.11,0.01,0.0,0.01,0.0,0.01,0.16,0.06,0.0,0.02,0.01,0.0,0.01,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.09,0.02,0.02,0.02,0.01,0.24,0.54,0.17,0.29
12600,0.18,0.07,0.12,0.01,0.01,0.01,0.01,0.0,0.17,0.03,0.0,0.02,0.01,0.0,0.03,0.08,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.0,0.16,0.64,0.16,0.19
180650,0.09,0.05,0.05,0.0,0.04,0.01,0.0,0.0,0.07,0.03,0.0,0.01,0.0,0.0,0.04,0.06,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.01,0.0,0.4,0.35,0.2,0.44
29383,0.28,0.01,0.07,0.0,0.0,0.01,0.02,0.03,0.05,0.03,0.0,0.02,0.0,0.0,0.03,0.08,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.02,0.01,0.24,0.52,0.17,0.3
1188,0.14,0.11,0.08,0.01,0.01,0.02,0.01,0.01,0.19,0.06,0.0,0.02,0.01,0.0,0.03,0.02,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.02,0.01,0.17,0.67,0.1,0.23
6824,0.11,0.1,0.05,0.0,0.01,0.02,0.01,0.0,0.1,0.02,0.0,0.01,0.0,0.01,0.07,0.05,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.01,0.31,0.43,0.22,0.36
227316,0.19,0.07,0.13,0.0,0.05,0.02,0.0,0.0,0.18,0.05,0.0,0.01,0.0,0.0,0.01,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.0,0.17,0.7,0.05,0.21
8670,0.3,0.01,0.13,0.0,0.0,0.0,0.0,0.01,0.1,0.0,0.0,0.01,0.01,0.0,0.06,0.1,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.22,0.57,0.2,0.23
329017,0.37,0.03,0.08,0.0,0.0,0.07,0.01,0.01,0.17,0.08,0.01,0.05,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.04,0.88,0.01,0.09
61487,0.26,0.01,0.1,0.0,0.01,0.01,0.01,0.02,0.06,0.06,0.0,0.03,0.0,0.0,0.03,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.01,0.23,0.57,0.12,0.28
25313,0.06,0.09,0.09,0.0,0.01,0.11,0.01,0.0,0.16,0.05,0.0,0.01,0.01,0.0,0.01,0.02,0.05,0.0,0.0,0.06,0.0,0.01,0.0,0.01,0.0,0.03,0.0,0.19,0.6,0.16,0.22
4076,0.1,0.25,0.09,0.0,0.01,0.01,0.01,0.0,0.18,0.02,0.0,0.01,0.0,0.0,0.04,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.0,0.18,0.68,0.12,0.21
177619,0.34,0.0,0.11,0.0,0.02,0.01,0.02,0.01,0.04,0.02,0.0,0.03,0.0,0.0,0.03,0.07,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.22,0.6,0.15,0.24
312630,0.09,0.04,0.14,0.01,0.0,0.01,0.03,0.01,0.2,0.07,0.0,0.03,0.01,0.01,0.05,0.04,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.18,0.64,0.15,0.2
38425,0.18,0.02,0.12,0.01,0.0,0.02,0.0,0.01,0.15,0.0,0.0,0.02,0.0,0.0,0.01,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.4,0.53,0.04,0.41
17697,0.21,0.03,0.13,0.0,0.01,0.04,0.03,0.01,0.14,0.04,0.0,0.02,0.01,0.0,0.01,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.22,0.67,0.05,0.28
358790,0.14,0.03,0.08,0.0,0.01,0.01,0.0,0.0,0.05,0.02,0.0,0.03,0.0,0.0,0.02,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.02,0.48,0.37,0.07,0.54
